,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
artificial.1,0.0,0.0,0.002,0.008,0.012,0.012,0.019,0.016,0.017,0.016
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.004,0.005,0.006,0.006,0.006,0.004,0.004,0.005,0.005
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.002,0.004,0.005,0.006,0.006,0.006,0.007,0.006,0.007
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.014,0.017,0.018,0.019,0.019,0.019,0.02,0.025,0.028
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.16,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.17,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.002,0.005,0.006,0.007,0.007,0.008,0.01,0.01
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.0,0.052,0.052,0.061,0.061,0.061,0.063,0.063,0.067,0.063
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.038,0.05,0.049,0.052,0.05,0.05,0.053,0.053,0.054
artificial.26,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.161,0.202,0.217,0.23,0.238,0.243,0.242,0.246,0.25
artificial.31,0.0,0.192,0.267,0.292,0.299,0.303,0.31,0.313,0.316,0.32
artificial.32,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.33,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.34,0.0,0.02,0.035,0.045,0.053,0.058,0.059,0.062,0.066,0.067
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.006,0.004
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.40,0.0,0.165,0.212,0.226,0.236,0.248,0.25,0.257,0.267,0.264
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.0,0.006,0.01,0.015,0.018,0.023,0.022,0.027,0.031,0.031
artificial.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.0,0.116,0.162,0.169,0.177,0.181,0.181,0.187,0.193,0.194
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.0,0.004,0.014,0.015,0.017,0.017,0.017,0.022,0.023,0.021
artificial.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.0,0.106,0.172,0.204,0.217,0.228,0.239,0.245,0.255,0.257
artificial.50,0.0,0.0,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002
artificial.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.0,0.02,0.037,0.045,0.049,0.051,0.049,0.055,0.056,0.059
artificial.55,0.0,0.01,0.007,0.008,0.009,0.009,0.011,0.01,0.011,0.011
artificial.56,0.0,0.008,0.016,0.02,0.023,0.023,0.022,0.025,0.026,0.025
artificial.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.0,0.003,0.006,0.008,0.01,0.012,0.014,0.013,0.014,0.017
artificial.60,0.0,0.014,0.021,0.026,0.029,0.032,0.035,0.038,0.039,0.039
artificial.61,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.003
artificial.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.0,0.003,0.005,0.008,0.01,0.012,0.011,0.011,0.011,0.011
artificial.64,0.0,0.128,0.146,0.158,0.164,0.167,0.175,0.176,0.183,0.183
artificial.65,0.0,0.163,0.223,0.237,0.246,0.26,0.266,0.276,0.275,0.279
