,Max Proba
CD62LpImmatureNeutrophils_IkB,0.756
CD41hiCD61hiPLT_MAPKAPK2,0.659
CCR2nncMC_S6,0.619
CD4Trm_STAT6,0.487
intMC_S6,0.422
CCR2nncMC_NFkB,0.378
mDC_S6,0.26
CD4Trm_Frequency,0.212
Th1naive_S6,0.205
Th1mem_ERK,0.143
CD61pCD41pPLT_STAT3,0.138
CD56dimCD16pNKcells_Frequency,0.137
CD62LnAgedNeutrophils_STAT3,0.129
CCR2nncMC_Frequency,0.125
mDC_NFkB,0.123
CD62LpImmatureNeutrophils_S6,0.122
pDC_IkB,0.119
MDSC_S6,0.115
gdTcells_Frequency,0.113
Th1mem_IkB,0.091
CD56brightCD16nNKcells_Frequency,0.09
CD4Tnaive_Frequency,0.089
CD41hiCD61hiPLT_S6,0.086
CD41hiCD61hiPLT_p38,0.085
CD62LnAgedNeutrophils_S6,0.08
CCR2pcMC_NFkB,0.079
CD61pCD41pPLT_CREB,0.07
CD4Tem_Frequency,0.062
Th1naive_STAT5,0.061
CD61pCD41pPLT_S6,0.058
CD8Tcm_CREB,0.056
CCR2pcMC_Frequency,0.056
Th1naive_IkB,0.051
Tregnaive_ERK,0.05
Th1mem_STAT5,0.046
CD8Tnaive_STAT5,0.04
CD62LnAgedNeutrophils_IkB,0.039
Tregnaive_STAT5,0.032
Th1mem_S6,0.029
CCR2pcMC_S6,0.023
CD62LpImmatureNeutrophils_CREB,0.022
intMC_CREB,0.022
CD4Trm_IkB,0.021
mDC_MAPKAPK2,0.018
CD4Tnaive_STAT5,0.018
CCR2nncMC_CREB,0.017
CD62LpImmatureNeutrophils_Frequency,0.016
CD8Tnaive_NFkB,0.015
CD56dimCD16pNKcells_CREB,0.015
MDSC_Frequency,0.014
Tregnaive_Frequency,0.014
Th1naive_CREB,0.014
Th1mem_MAPKAPK2,0.012
Th1mem_p38,0.011
CD4Trm_STAT5,0.011
CCR2nncMC_STAT3,0.01
gdTcells_NFkB,0.009
CD8Tcm_Frequency,0.009
CD62LnAgedNeutrophils_p38,0.008
Th1naive_STAT6,0.006
CD4Tcm_IkB,0.006
CD8Tnaive_Frequency,0.005
Th1naive_MAPKAPK2,0.004
gdTcells_CREB,0.004
pDC_S6,0.004
NKT_STAT6,0.004
intMC_Frequency,0.004
CCR2pcMC_MAPKAPK2,0.003
CD8Trm_Frequency,0.003
Th1naive_p38,0.003
CD62LpImmatureNeutrophils_STAT3,0.003
Th1mem_CREB,0.003
CD4Trm_NFkB,0.003
Th1naive_ERK,0.002
CD56brightCD16nNKcells_NFkB,0.002
CD62LnAgedNeutrophils_Frequency,0.002
CCR2pcMC_CREB,0.002
CD4Tem_STAT5,0.002
NKT_CREB,0.002
mDC_STAT3,0.001
Th1naive_STAT3,0.001
pDC_Frequency,0.001
CD8Trm_CREB,0.001
CD8Tnaive_CREB,0.001
CD56brightCD16nNKcells_CREB,0.001
CD61pCD41pPLT_IkB,0.001
CD62LnAgedNeutrophils_MAPKAPK2,0.001
CD4Tcm_STAT5,0.001
CCR2pcMC_ERK,0.001
CD62LnAgedNeutrophils_CREB,0.001
CD8Tnaive_IkB,0.0
CD4Tem_NFkB,0.0
CD4Tem_STAT3,0.0
Th1mem_NFkB,0.0
CD4Tem_IkB,0.0
Th1mem_STAT3,0.0
CD4Tem_CREB,0.0
CD4Tnaive_STAT3,0.0
CD4Tnaive_IkB,0.0
CD4Tnaive_NFkB,0.0
CD4Trm_CREB,0.0
CD4Trm_STAT3,0.0
pDC_STAT3,0.0
Th1mem_STAT6,0.0
CD4Tcm_Frequency,0.0
NKT_Frequency,0.0
Tregmem_NFkB,0.0
Bcells_NFkB,0.0
Tregnaive_NFkB,0.0
Tregnaive_IkB,0.0
Tregnaive_STAT3,0.0
Bcells_Frequency,0.0
Tregmem_Frequency,0.0
Tregmem_STAT3,0.0
CD4Tcm_NFkB,0.0
CCR2pcMC_p38,0.0
CCR2pcMC_STAT3,0.0
CCR2pcMC_IkB,0.0
Th1naive_NFkB,0.0
CD4Tcm_CREB,0.0
CD4Tcm_STAT3,0.0
pDC_CREB,0.0
NKT_NFkB,0.0
CD56brightCD16nNKcells_IkB,0.0
CD8Tem_CREB,0.0
intMC_ERK,0.0
intMC_NFkB,0.0
intMC_IkB,0.0
CD8Tcm_NFkB,0.0
intMC_STAT3,0.0
intMC_p38,0.0
CD8Tem_IkB,0.0
CD8Tcm_IkB,0.0
gdTcells_STAT6,0.0
CD8Tem_NFkB,0.0
gdTcells_IkB,0.0
CD8Tem_Frequency,0.0
Bcells_S6,0.0
CD8Trm_NFkB,0.0
intMC_MAPKAPK2,0.0
mDC_CREB,0.0
CD8Tnaive_STAT3,0.0
MDSC_STAT3,0.0
NKT_IkB,0.0
CD56dimCD16pNKcells_NFkB,0.0
MDSC_MAPKAPK2,0.0
MDSC_ERK,0.0
MDSC_IkB,0.0
CD61pCD41pPLT_NFkB,0.0
MDSC_p38,0.0
mDC_p38,0.0
MDSC_CREB,0.0
mDC_Frequency,0.0
mDC_ERK,0.0
mDC_IkB,0.0
CD8Tcm_STAT5,0.0
CD8Tcm_STAT3,0.0
Bcells_CREB,0.0
