,Max Proba
artificial.131,1.0
artificial.137,0.997
artificial.35,0.996
artificial.116,0.993
artificial.109,0.99
artificial.10,0.954
artificial.80,0.921
artificial.89,0.893
artificial.81,0.893
artificial.48,0.874
artificial.68,0.873
artificial.145,0.869
artificial.45,0.868
artificial.112,0.862
artificial.50,0.851
artificial.90,0.837
artificial.28,0.803
artificial.128,0.771
artificial.13,0.744
artificial.27,0.741
artificial.44,0.684
artificial.36,0.642
artificial.140,0.636
artificial.76,0.572
artificial.19,0.566
artificial.57,0.558
artificial.150,0.541
artificial.103,0.523
artificial.100,0.501
artificial.136,0.468
artificial.1,0.432
artificial.39,0.389
artificial.120,0.373
artificial.70,0.317
artificial.83,0.302
artificial.101,0.287
artificial.65,0.282
artificial.75,0.261
artificial.16,0.26
artificial.4,0.257
artificial.24,0.254
artificial.125,0.225
artificial.55,0.213
artificial.122,0.203
artificial.106,0.179
artificial.155,0.167
artificial.72,0.161
artificial.8,0.148
artificial.66,0.147
artificial.121,0.143
artificial.154,0.136
artificial.71,0.135
artificial.153,0.126
artificial.84,0.125
artificial.88,0.124
artificial.108,0.114
artificial.29,0.109
artificial.12,0.107
artificial.31,0.104
artificial.110,0.1
artificial.17,0.091
artificial.148,0.086
artificial.78,0.085
artificial.63,0.082
artificial.91,0.077
artificial.124,0.071
artificial.82,0.064
artificial.93,0.062
artificial.138,0.058
artificial.117,0.057
artificial.97,0.056
artificial.67,0.054
artificial.18,0.046
artificial.21,0.041
artificial.141,0.032
artificial.144,0.031
artificial.135,0.031
artificial.151,0.029
artificial.147,0.029
artificial.52,0.023
artificial.53,0.02
artificial.56,0.017
artificial.47,0.015
artificial.60,0.014
artificial.129,0.013
artificial.33,0.012
artificial.105,0.011
artificial.34,0.011
artificial.113,0.01
artificial.40,0.01
artificial.142,0.009
artificial.42,0.009
artificial.87,0.007
artificial.127,0.007
artificial.69,0.006
artificial.74,0.006
artificial.43,0.005
artificial.20,0.005
artificial.132,0.004
artificial.99,0.003
artificial.123,0.003
artificial.130,0.003
artificial.126,0.0
artificial.157,0.0
artificial.149,0.0
artificial.7,0.0
artificial.9,0.0
artificial.156,0.0
artificial.133,0.0
artificial.134,0.0
artificial.6,0.0
artificial.139,0.0
artificial.5,0.0
artificial.152,0.0
artificial.143,0.0
artificial.146,0.0
artificial.3,0.0
artificial.32,0.0
artificial.95,0.0
artificial.119,0.0
artificial.51,0.0
artificial.64,0.0
artificial.62,0.0
artificial.61,0.0
artificial.59,0.0
artificial.58,0.0
artificial.23,0.0
artificial.54,0.0
artificial.49,0.0
artificial.73,0.0
artificial.25,0.0
artificial.46,0.0
artificial.26,0.0
artificial.41,0.0
artificial.38,0.0
artificial.37,0.0
artificial.30,0.0
artificial.22,0.0
artificial.77,0.0
artificial.118,0.0
artificial.15,0.0
artificial.11,0.0
artificial.115,0.0
artificial.114,0.0
artificial.111,0.0
artificial.14,0.0
artificial.107,0.0
artificial.104,0.0
artificial.102,0.0
artificial.79,0.0
artificial.98,0.0
artificial.96,0.0
artificial.94,0.0
artificial.92,0.0
artificial.86,0.0
artificial.85,0.0
artificial.2,0.0
artificial.158,0.0
