,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.09,0.193,0.324,0.385,0.429,0.528,0.558,0.648,0.668
artificial.2,0.0,0.068,0.144,0.198,0.227,0.262,0.29,0.345,0.382,0.389
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.207,0.446,0.525,0.628,0.658,0.711,0.765,0.782,0.795
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.01,0.021,0.031,0.054,0.078,0.11,0.137,0.186
artificial.10,0.0,0.341,0.493,0.597,0.645,0.72,0.749,0.798,0.805,0.841
artificial.11,0.0,0.076,0.153,0.164,0.202,0.237,0.307,0.365,0.395,0.454
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.007
artificial.13,0.0,0.014,0.091,0.188,0.315,0.422,0.573,0.689,0.78,0.824
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.016,0.031,0.054,0.059,0.076,0.082,0.094,0.122,0.139
artificial.16,0.0,0.01,0.015,0.017,0.042,0.054,0.095,0.107,0.136,0.139
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.0,0.016,0.036,0.064,0.084,0.138,0.184,0.259,0.286
artificial.21,0.0,0.077,0.242,0.449,0.61,0.733,0.814,0.836,0.851,0.862
artificial.22,0.0,0.0,0.0,0.009,0.009,0.015,0.019,0.019,0.025,0.025
artificial.23,0.0,0.016,0.029,0.074,0.092,0.11,0.134,0.173,0.193,0.213
artificial.24,0.0,0.345,0.507,0.652,0.737,0.802,0.832,0.853,0.878,0.886
artificial.25,0.0,0.0,0.003,0.006,0.015,0.052,0.075,0.125,0.164,0.229
artificial.26,0.0,0.425,0.492,0.546,0.593,0.639,0.683,0.71,0.74,0.757
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.38,0.465,0.528,0.557,0.589,0.616,0.64,0.677,0.712
artificial.29,0.0,0.052,0.105,0.132,0.183,0.193,0.208,0.259,0.279,0.295
artificial.30,0.0,0.527,0.715,0.748,0.791,0.831,0.872,0.881,0.901,0.911
artificial.31,0.0,0.079,0.135,0.205,0.262,0.31,0.345,0.407,0.489,0.52
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.0,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.008,0.012,0.012
artificial.37,0.0,0.014,0.07,0.125,0.203,0.292,0.364,0.436,0.497,0.532
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.0,0.351,0.524,0.594,0.643,0.701,0.728,0.746,0.78,0.81
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.0,0.2,0.368,0.515,0.604,0.685,0.794,0.828,0.88,0.887
artificial.43,0.0,0.171,0.25,0.355,0.473,0.54,0.593,0.625,0.646,0.693
